ags,51681910,9768,320,2497,26,88,-75
ags,51681920,9719,306,2554,-8,81,-101
ags,51681930,9731,330,2446,-12,78,-97
ags,51681940,9741,318,2532,-28,99,-78
ags,51681950,9763,315,2490,-29,46,-57
ags,51681960,9743,274,2432,15,64,-66
ags,51681970,9760,259,2490,8,96,-31
ags,51681980,9709,308,2522,40,114,-65
ags,51681990,9726,315,2505,56,91,-69
ags,51682000,9738,323,2529,18,126,-71
ags,51682010,9702,371,2554,-28,84,-117
ags,51682020,9738,325,2544,-28,97,-146
ags,51682030,9777,342,2551,-41,110,-132
ags,51682040,9792,332,2505,-58,192,-106
ags,51682050,9714,335,2507,-43,223,-84
ags,51682060,9685,337,2561,-29,204,-107
ags,51682070,9677,308,2656,-3,171,-86
ags,51682080,9655,337,2671,3,70,-101
ags,51682090,9665,340,2649,12,47,-54
ags,51682100,9729,406,2607,38,46,-74
ags,51682110,9812,374,2544,72,105,-31
ags,51682120,9814,445,2568,72,155,-5
ags,51682130,9809,425,2444,76,174,3
ags,51682140,9770,357,2480,11,187,3
ags,51682150,9677,345,2512,-70,137,-52
ags,51682160,9645,328,2646,-76,65,-81
ags,51682170,9624,318,2707,-99,-22,-71
ags,51682180,9602,335,2585,-72,-105,-115
ags,51682190,9643,330,2678,-64,-86,-72
ags,51682200,9653,332,2678,-28,-73,-59
ags,51682210,9726,389,2566,59,-54,-39
ags,51682220,9758,403,2527,99,11,6
ags,51682230,9743,381,2493,81,71,15
ags,51682240,9775,320,2532,55,73,35
ags,51682250,9755,347,2493,32,71,-19
ags,51682260,9731,347,2532,26,75,9
ags,51682270,9707,315,2495,12,79,-13
ags,51682280,9704,349,2541,5,87,-8
ags,51682290,9694,389,2576,8,52,-16
ags,51682300,9721,391,2585,5,31,-7
ags,51682310,9736,367,2610,35,43,-19
ags,51682320,9733,362,2505,32,55,4
ags,51682330,9733,337,2519,47,99,0
ags,51682340,9738,320,2537,20,111,4
ags,51682350,9736,352,2563,15,129,-2
ags,51682360,9768,281,2507,-3,152,18
ags,51682370,9729,313,2641,-40,166,-20
ags,51682380,9707,303,2598,-52,174,-17
ags,51682390,9670,310,2549,-50,152,-11
ags,51682400,9707,320,2578,-44,160,-23
ags,51682410,9699,313,2637,-23,107,22
ags,51682420,9692,330,2668,12,94,-2
ags,51682430,9663,293,2583,15,61,7
ags,51682440,9719,271,2578,14,64,38
ags,51682450,9755,325,2593,46,58,36
ags,51682460,9707,325,2561,30,58,18
ags,51682470,9746,323,2537,26,84,4
ags,51682480,9729,281,2605,40,99,1
ags,51682490,9704,266,2534,23,128,-10
ags,51682500,9685,303,2561,38,131,-8
ags,51682510,9726,291,2561,-14,172,-7
ags,51682520,9714,296,2685,-9,140,-5
ags,51682530,9667,328,2620,-2,145,-13
ags,51682540,9677,313,2602,20,129,-8
ags,51682550,9704,313,2634,-6,163,3
ags,51682560,9702,306,2676,32,143,9
ags,51682570,9689,340,2637,24,129,16
ags,51682580,9682,325,2632,37,114,7
ags,51682590,9675,247,2651,3,126,-5
ags,51682600,9660,301,2683,12,113,10
ags,51682610,9694,315,2602,49,119,-5
ags,51682620,9672,308,2639,11,99,-8
ags,51682630,9692,340,2583,18,99,-8
ags,51682640,9750,349,2620,24,155,-20
ags,51682650,9702,345,2651,38,140,3
ags,51682660,9692,313,2549,38,143,1
ags,51682670,9653,276,2707,27,88,-4
ags,51682680,9667,315,2661,32,62,-19
ags,51682690,9682,286,2725,-8,4,-48
ags,51682700,9755,279,2688,-11,88,-57
ags,51682710,9858,303,2617,11,186,-14
ags,51682720,9848,310,2529,11,279,-2
