ags,53921510,8881,432,4673,14,-289,-42
ags,53921520,8911,442,4636,17,-215,-51
ags,53921530,8964,420,4692,20,-138,-31
ags,53921540,8930,474,4565,47,-57,-33
ags,53921550,8945,518,4578,8,11,-51
ags,53921560,8967,550,4568,69,47,-7
ags,53921570,8986,603,4521,37,129,-19
ags,53921580,8969,584,4700,1,311,-19
ags,53921590,8920,572,4692,21,375,-13
ags,53921600,8942,581,4704,17,372,-13
ags,53921610,8925,567,4673,-8,365,4
ags,53921620,8945,540,4729,-12,424,-4
ags,53921630,8813,552,4802,-26,438,-10
ags,53921640,8681,613,4812,6,329,-7
ags,53921650,8640,608,4790,-15,165,0
ags,53921660,8686,586,4795,-18,116,-16
ags,53921670,8747,545,4824,-9,82,10
ags,53921680,8784,550,4875,-3,111,9
ags,53921690,8771,525,4729,-23,61,27
ags,53921700,8806,459,4783,12,108,12
ags,53921710,8793,474,4880,-5,136,-11
ags,53921720,8710,474,4812,73,133,-14
ags,53921730,8684,445,4812,50,33,9
ags,53921740,8615,489,4914,66,-115,9
ags,53921750,8601,523,4841,93,-263,33
ags,53921760,8662,569,4863,116,-399,27
ags,53921770,8676,589,4778,92,-430,42
ags,53921780,8767,533,4783,134,-450,19
ags,53921790,8764,525,4812,88,-442,62
ags,53921800,8898,489,4761,121,-398,54
ags,53921810,8859,464,4746,154,-303,56
ags,53921820,8867,474,4800,179,-233,88
ags,53921830,8764,459,4758,180,-270,50
ags,53921840,8779,469,4775,159,-280,33
ags,53921850,8774,418,4892,101,-349,-69
ags,53921860,8779,401,4858,53,-349,-81
ags,53921870,8913,420,4795,23,-338,-86
ags,53921880,8957,428,4626,23,-257,-88
ags,53921890,9047,415,4668,20,-155,-75
ags,53921900,9067,464,4597,59,-19,-66
ags,53921910,9013,501,4592,84,93,-29
ags,53921920,8876,547,4546,102,158,-25
ags,53921930,8776,503,4656,102,116,-28
ags,53921940,8779,586,4753,101,14,-59
ags,53921950,8791,635,4831,76,-27,-54
ags,53921960,8820,608,4783,66,-63,-52
ags,53921970,8862,598,4822,50,-50,-45
ags,53921980,8852,586,4680,37,-24,-43
ags,53921990,8896,555,4656,11,-25,-54
ags,53922000,8906,545,4724,15,-24,-59
ags,53922010,8872,581,4700,-37,13,-110
ags,53922020,8828,596,4748,-35,17,-115
ags,53922030,8806,574,4766,-43,40,-115
ags,53922040,8789,579,4761,-9,37,-121
ags,53922050,8781,572,4729,9,10,-78
ags,53922060,8801,569,4763,37,-65,-59
ags,53922070,8845,567,4819,41,-36,-33
ags,53922080,8847,518,4719,40,-91,-29
ags,53922090,8901,552,4792,63,-74,-52
ags,53922100,8862,508,4712,27,-24,-54
ags,53922110,8867,496,4656,12,-25,-84
ags,53922120,8840,491,4665,66,-31,-89
ags,53922130,8825,440,4695,40,-18,-97
ags,53922140,8815,403,4663,9,-31,-91
ags,53922150,8825,469,4724,26,-28,-92
ags,53922160,8864,454,4744,6,-18,-109
ags,53922170,8857,430,4761,20,25,-86
ags,53922180,8869,508,4680,-2,73,-95
ags,53922190,8903,503,4683,27,114,-98
ags,53922200,8894,479,4792,37,131,-69
ags,53922210,8852,542,4707,46,120,-20
ags,53922220,8776,540,4695,87,108,-31
ags,53922230,8793,528,4729,88,53,-8
ags,53922240,8820,537,4673,76,14,6
ags,53922250,8862,479,4761,66,27,-23
ags,53922260,8859,489,4814,-18,88,-78
ags,53922270,8811,430,4956,-125,139,-184
ags,53922280,8706,469,5010,-282,62,-254
ags,53922290,8937,596,4936,-275,152,-132
ags,53922300,9008,674,4985,-242,386,158
ags,53922310,8913,823,4726,-105,100,393
ags,53922320,8803,733,4451,49,31,584
ags,53922330,8850,633,4509,159,236,644
ags,53922340,9016,572,4407,171,520,586
ags,53922350,9226,530,4314,49,929,381
ags,53922360,9282,503,4502,-84,1316,161
ags,53922370,9077,537,4702,-159,1467,15
ags,53922380,8769,594,4775,-214,1365,-83
ags,53922390,8479,598,4944,-202,1078,-170
ags,53922400,8281,564,4946,-183,639,-200
ags,53922410,8225,591,4983,-133,236,-250
ags,53922420,8276,523,5039,-105,-45,-258
ags,53922430,8530,474,5044,-79,-244,-225
ags,53922440,8645,440,4958,-50,-233,-194
ags,53922450,8823,435,4883,-67,-183,-152
ags,53922460,8918,389,4863,-61,-45,-110
ags,53922470,8969,367,4787,-83,81,-101
ags,53922480,8952,359,4790,-72,238,-40
ags,53922490,8916,362,4839,-93,316,-54
ags,53922500,8886,369,4858,-92,363,-63
ags,53922510,8803,371,4795,-121,351,-83
ags,53922520,8740,454,4870,-133,329,-91
ags,53922530,8732,454,4829,-113,285,-113
ags,53922540,8681,472,4819,-144,253,-149
ags,53922550,8740,542,4897,-112,224,-153
ags,53922560,8776,545,4809,-125,230,-156
ags,53922570,8859,503,4902,-95,220,-149
ags,53922580,8918,494,4892,-90,253,-159
ags,53922590,8898,537,4905,-73,329,-110
ags,53922600,8913,511,4875,-52,433,-80
ags,53922610,8820,474,4805,-89,505,-33
ags,53922620,8728,435,4851,-41,478,-4
ags,53922630,8569,420,4929,-50,442,1
ags,53922640,8542,435,4973,-99,365,-10
ags,53922650,8518,467,5019,-112,307,-46
ags,53922660,8625,508,5022,-142,276,-45
ags,53922670,8593,459,5095,-112,244,-72
ags,53922680,8588,474,5068,-112,203,-101
ags,53922690,8593,528,5115,-28,110,-72
ags,53922700,8627,550,5054,23,14,-37
ags,53922710,8662,547,5039,41,-25,-37
ags,53922720,8728,542,5058,61,-59,-16
ags,53922730,8706,542,5034,73,-31,-19
ags,53922740,8691,535,5007,47,-13,-25
ags,53922750,8657,503,5012,26,7,-29
ags,53922760,8669,506,4912,21,2,-28
ags,53922770,8681,506,4956,40,-18,-40
ags,53922780,8637,454,4990,37,-51,-33
ags,53922790,8613,484,4907,47,-120,-28
ags,53922800,8620,413,4993,53,-141,-46
ags,53922810,8647,454,5000,66,-202,1
ags,53922820,8725,425,4932,67,-198,-22
ags,53922830,8691,442,4929,40,-176,6
ags,53922840,8737,467,4971,61,-109,27
ags,53922850,8801,481,5005,53,-89,-4
ags,53922860,8750,498,4946,50,-77,-10
ags,53922870,8786,423,4966,47,-39,-34
ags,53922880,8791,420,5000,63,-7,-31
ags,53922890,8728,386,4971,38,65,-17
ags,53922900,8674,396,4870,44,14,-13
ags,53922910,8657,415,4983,41,-7,-20
ags,53922920,8598,484,5015,81,-45,-40
ags,53922930,8652,481,5000,67,-91,-25
ags,53922940,8686,513,4954,47,-128,-20
ags,53922950,8730,503,4958,85,-166,-2
ags,53922960,8750,454,4975,90,-112,25
ags,53922970,8771,432,4919,96,-100,39
ags,53922980,8754,430,4917,95,-115,-8
ags,53922990,8713,489,4946,61,-74,4
ags,53923000,8696,445,4988,29,-80,-29
ags,53923010,8728,474,4910,14,-31,-63
ags,53923020,8757,515,4888,37,-30,-71
ags,53923030,8747,501,4914,47,-30,-31
ags,53923040,8710,464,4922,49,-37,-49
ags,53923050,8706,467,4966,70,-31,-39
ags,53923060,8735,506,4958,70,-1,-16
ags,53923070,8725,494,4924,73,-47,-59
ags,53923080,8710,481,4978,73,-63,-54
ags,53923090,8708,547,4929,59,-71,-26
ags,53923100,8757,520,4978,58,-50,-7
ags,53923110,8759,513,4905,69,-83,0
ags,53923120,8723,464,4900,75,-79,9
ags,53923130,8708,454,4985,95,-57,32
ags,53923140,8718,445,4958,64,-105,9
ags,53923150,8715,450,5007,82,-68,15
ags,53923160,8730,494,4919,44,-63,6
ags,53923170,8740,491,4944,41,-71,-46
ags,53923180,8632,523,4927,50,-68,-31
ags,53923190,8735,472,4927,34,-73,-37
ags,53923200,8781,467,4956,40,-91,-65
ags,53923210,8789,423,4890,27,-30,-63
ags,53923220,8835,452,4995,61,11,-63
ags,53923230,8781,474,4902,67,58,-37
ags,53923240,8747,469,4914,37,67,-45
ags,53923250,8735,467,4890,9,16,-46
ags,53923260,8713,423,4932,63,-60,-39
ags,53923270,8693,403,4949,52,-54,-48
ags,53923280,8715,381,4929,46,-66,-69
ags,53923290,8750,420,4946,52,-31,-62
ags,53923300,8730,418,5002,50,40,-74
ags,53923310,8718,437,4968,34,24,-97
ags,53923320,8723,486,4978,43,46,-68
ags,53923330,8735,462,4927,44,33,-75
ags,53923340,8728,520,4939,66,36,-71
ags,53923350,8747,450,4907,79,1,-78
